train_acc,valid_acc,test_acc,test_mid_0_acc,test_mid_1_acc,test_mid_2_acc,test_mid_3_acc,test_mid_4_acc,test_mid_5_acc,test_mid_6_acc,test_mid_7_acc,test_mid_8_acc,test_mid_9_acc
0.9623883333333333,0.945845,0.825425,0.73585,0.648,0.68765,0.7272,0.7439,0.75865,0.8111,0.75675,0.7593,0.82155
0.9589666666666666,0.942655,0.812775,0.72785,0.6423,0.6762,0.7206,0.7337,0.75375,0.789,0.7338,0.781,0.81
0.9619966666666667,0.94554,0.818335,0.73955,0.6521,0.6782,0.7278,0.7409,0.76055,0.82085,0.7754,0.76615,0.8243
0.9627266666666666,0.945765,0.822645,0.74565,0.6521,0.6865,0.74355,0.73505,0.75705,0.7982,0.76625,0.76475,0.81385
0.9653116666666667,0.947905,0.786105,0.6821,0.6038,0.6406,0.6959,0.7064,0.6999,0.75565,0.7414,0.71895,0.7904
0.9648516666666667,0.948235,0.79834,0.7391,0.641,0.65745,0.70825,0.71705,0.71945,0.7795,0.7378,0.74645,0.79755
0.961085,0.94415,0.822915,0.7446,0.63445,0.67035,0.73615,0.73525,0.762,0.7985,0.78135,0.7682,0.81645
0.9631516666666666,0.946175,0.814615,0.7339,0.64415,0.67775,0.7265,0.738,0.73275,0.7882,0.7677,0.7555,0.80465
0.9655533333333334,0.948185,0.78926,0.70545,0.60585,0.6373,0.7021,0.6935,0.72975,0.76995,0.7364,0.7208,0.7873
0.9653416666666667,0.948225,0.81699,0.7382,0.64085,0.6663,0.7185,0.72525,0.7545,0.80145,0.7589,0.7504,0.8199
0.961785,0.9449,0.80759,0.73745,0.6354,0.6572,0.7207,0.7314,0.7701,0.781,0.75655,0.7464,0.80105
0.964085,0.946965,0.815745,0.738,0.65095,0.6597,0.7144,0.7359,0.76345,0.80415,0.7597,0.74475,0.8087
0.9646383333333334,0.946945,0.81034,0.72705,0.6404,0.65505,0.7133,0.72015,0.74605,0.78925,0.7727,0.74515,0.8158
0.9657333333333333,0.94801,0.80733,0.7381,0.62815,0.6582,0.7168,0.7187,0.73985,0.78085,0.7513,0.7408,0.8051
0.9670066666666667,0.94855,0.8125,0.72945,0.65725,0.66065,0.73145,0.7324,0.7553,0.80935,0.7657,0.75575,0.815
0.961555,0.944995,0.82335,0.7386,0.67025,0.66975,0.7264,0.74065,0.76655,0.80115,0.78765,0.77895,0.8226
