train_acc,valid_acc,test_acc,test_mid_0_acc,test_mid_1_acc,test_mid_2_acc,test_mid_3_acc,test_mid_4_acc,test_mid_5_acc,test_mid_6_acc,test_mid_7_acc,test_mid_8_acc,test_mid_9_acc
0.9893083,0.93553,0.879775,0.71045,0.7434499999999999,0.7699,0.82265,0.83535,0.85305,0.86435,0.839,0.81055,0.8144
0.9898383,0.935965,0.87991,0.7109,0.74465,0.7696000000000001,0.8234,0.83565,0.85305,0.86365,0.83755,0.80995,0.81475
0.99029833,0.93625,0.88015,0.7102999999999999,0.74415,0.77,0.8231999999999999,0.83475,0.85295,0.86315,0.83735,0.81035,0.81475
0.99070167,0.93654,0.880575,0.71035,0.7458,0.76935,0.82315,0.83505,0.8529,0.86235,0.83775,0.81085,0.81475
0.99113667,0.936845,0.88053,0.7109,0.7457,0.7688,0.8237,0.8351999999999999,0.85285,0.863,0.83815,0.8110999999999999,0.81585
0.991605,0.937225,0.880515,0.7112,0.746,0.76795,0.8229,0.8346,0.85145,0.86325,0.8387,0.8119000000000001,0.8168
0.99203833,0.937555,0.88052,0.7126,0.7463500000000001,0.7685,0.8237,0.8342,0.8524,0.8638,0.83885,0.81225,0.8160000000000001
0.99246167,0.937725,0.880695,0.7133499999999999,0.74615,0.7689,0.8238,0.83435,0.85275,0.8633,0.83845,0.81255,0.8156
0.99285667,0.93779,0.88058,0.7134499999999999,0.7456499999999999,0.7695,0.8237,0.8348,0.85385,0.8637,0.83805,0.8122,0.81565
0.99313833,0.937995,0.88088,0.71445,0.7468,0.77,0.8238,0.835,0.85365,0.8638,0.83815,0.8119000000000001,0.81625
0.99368167,0.93855,0.880955,0.71395,0.7476,0.76945,0.82445,0.83495,0.8532500000000001,0.8641,0.8381000000000001,0.8128,0.8160499999999999
0.994185,0.938835,0.88102,0.7148,0.74805,0.7696000000000001,0.8253,0.8351,0.85315,0.8646,0.83905,0.81285,0.81645
0.99458833,0.938995,0.881055,0.7146,0.74885,0.76985,0.82445,0.83495,0.8545,0.86505,0.83885,0.8135,0.81665
0.994905,0.939295,0.881115,0.7140500000000001,0.75035,0.7695,0.8239,0.8351500000000001,0.85365,0.8644499999999999,0.8395,0.8132,0.8169500000000001
0.99524167,0.93939,0.881315,0.7129,0.7494000000000001,0.7694,0.82435,0.8352999999999999,0.85465,0.86395,0.83885,0.81315,0.81625
0.99553,0.93976,0.88126,0.7129,0.7495,0.77035,0.8250500000000001,0.8348,0.85575,0.86395,0.83945,0.8139000000000001,0.8155
0.99590667,0.940155,0.881305,0.7121,0.7482500000000001,0.77045,0.8245,0.83475,0.8555,0.86415,0.8397,0.8123,0.8156
0.99617,0.940395,0.88156,0.7120500000000001,0.7483,0.76995,0.82545,0.836,0.8548,0.8648,0.8394,0.81285,0.81595
0.99633167,0.940645,0.8815999999999999,0.7117,0.7484,0.77135,0.8259,0.8362,0.8545,0.86505,0.83865,0.8126,0.81715
0.99658833,0.94069,0.881395,0.7130000000000001,0.7472,0.77195,0.82605,0.83735,0.85405,0.8646,0.8397,0.8120499999999999,0.81795
0.99678333,0.94094,0.881655,0.7143999999999999,0.7476,0.7715,0.82555,0.83845,0.85345,0.8648,0.8392999999999999,0.81265,0.81725
0.99702833,0.94115,0.881525,0.71575,0.74725,0.7709,0.82515,0.83875,0.8533,0.86435,0.8385,0.81235,0.8173
0.997205,0.94141,0.881805,0.7161,0.7469,0.772,0.8259,0.8381000000000001,0.8539,0.86595,0.8385,0.81215,0.8177
0.99739833,0.94151,0.881485,0.71555,0.74725,0.7723,0.82605,0.8381000000000001,0.85365,0.86595,0.83865,0.8116,0.8181
0.99756167,0.941605,0.88159,0.7160500000000001,0.74685,0.77275,0.82535,0.8383,0.85355,0.8662,0.8375,0.81325,0.81735
0.997705,0.941775,0.881605,0.7152000000000001,0.7461,0.77185,0.8251999999999999,0.83845,0.85295,0.8661,0.8381000000000001,0.81365,0.81705
0.997825,0.94202,0.88181,0.71575,0.74685,0.77205,0.8249,0.8382000000000001,0.854,0.86635,0.83875,0.81345,0.8173
0.99795667,0.941985,0.88168,0.71475,0.7463,0.7718,0.8262,0.83785,0.8543499999999999,0.8665,0.83865,0.8123,0.8169
0.99812167,0.94225,0.88165,0.7152499999999999,0.7475,0.7724,0.8262,0.83835,0.8544,0.86625,0.8382499999999999,0.81305,0.8174
0.99824,0.94249,0.881545,0.7151000000000001,0.74745,0.7718,0.82635,0.8385,0.8548,0.86605,0.8395,0.8144,0.8175
0.99833167,0.942775,0.88188,0.7149,0.74865,0.7721,0.82565,0.83875,0.8546,0.86495,0.8396,0.815,0.8176
0.99849667,0.94307,0.881965,0.7152499999999999,0.7476499999999999,0.772,0.8255,0.83845,0.85485,0.86575,0.84045,0.81455,0.8180000000000001
0.99858,0.943015,0.882305,0.7153499999999999,0.747,0.7725,0.82535,0.83835,0.85515,0.86685,0.8398,0.8156,0.81685
0.99869667,0.94309,0.88235,0.7146,0.7479,0.7727999999999999,0.82555,0.83835,0.85535,0.8673500000000001,0.8391,0.81585,0.8179
0.99876167,0.9434400000000001,0.882135,0.71435,0.74725,0.7729,0.82595,0.83855,0.8552500000000001,0.8673500000000001,0.8392,0.8149,0.8169500000000001
0.99887167,0.943555,0.8824,0.7138,0.748,0.7731,0.8257,0.83785,0.85495,0.867,0.8403,0.81435,0.81775
0.99897667,0.943725,0.882335,0.7127,0.7476,0.77385,0.82495,0.8383,0.8548,0.867,0.8411500000000001,0.8144,0.81755
0.999071667,0.94385,0.882305,0.7143999999999999,0.74725,0.7739,0.82475,0.8381000000000001,0.85385,0.86725,0.84085,0.8148,0.8176
0.999145,0.944015,0.88248,0.71575,0.7475,0.7744,0.82485,0.83835,0.8548,0.8673500000000001,0.84005,0.8156,0.81745
0.99921,0.943975,0.88272,0.71465,0.7484,0.7745,0.82515,0.8371,0.8558,0.86755,0.84155,0.8159,0.8186
0.999261667,0.944045,0.882735,0.7133499999999999,0.74865,0.7743,0.8256,0.83745,0.85595,0.8665,0.84155,0.81465,0.81825
0.999308333,0.94391,0.88274,0.71365,0.7482,0.77455,0.82555,0.83815,0.85605,0.8666,0.8417,0.81425,0.8178
0.99936,0.94406,0.882795,0.7143999999999999,0.7472,0.7743,0.8267,0.83815,0.8571,0.8667,0.8425,0.81435,0.8178
0.999393333,0.944075,0.88292,0.7148,0.7474000000000001,0.7759,0.82645,0.83895,0.8568,0.8674999999999999,0.8419,0.81515,0.81725
